host_response_time,host_response_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d
0,0,0,1.0,1,1,1,1,1,0,3.0,6.0,0,1.0,2,2.0,2.0,365,1.3,365.0,1,40,66,330,30.0,0
1,1,1,1.0,1,1,0,0,1,1,5.0,5.0,0,1.0,2,3.0,1.0,365,1.0,380.7,1,31,57,272,9.0,1
1,1,1,1.0,1,1,0,0,1,1,5.0,5.0,0,2.1,1,2.6,1.0,365,1.0,380.7,1,54,84,351,2.0,1
1,1,1,1.0,1,1,0,0,1,1,5.0,5.0,0,1.0,1,1.0,1.0,365,1.0,380.7,1,54,84,348,46.0,1
1,1,1,1.0,1,1,0,0,1,1,5.0,5.0,0,2.1,1,2.6,1.0,365,1.0,380.7,1,51,81,348,45.0,1
1,1,0,1.0,1,1,1,1,1,0,3.0,3.0,1,2.1,3,2.6,4.0,30,4.0,1125.0,0,0,0,0,7.0,0
0,0,0,1.0,1,1,0,1,1,0,3.0,6.0,0,1.0,1,2.0,1.0,365,1.0,365.0,0,7,37,306,23.0,0
1,1,1,1.0,1,1,0,1,1,1,9.0,11.0,0,2.0,2,2.0,28.0,365,28.0,1125.0,0,30,40,245,0.0,0
1,0,1,1.0,1,1,1,1,1,1,6.1,8.6,1,2.0,3,3.0,1.0,1125,2.6,220.2,1,37,67,300,23.0,1
1,1,1,1.0,1,0,1,1,1,0,1.0,1.0,1,2.0,4,2.3,1.0,90,1.3,90.0,1,32,60,143,58.0,4
1,1,1,1.0,1,1,0,0,1,1,5.0,5.0,0,1.0,1,2.0,1.0,365,1.0,380.7,1,47,75,332,3.0,2
1,1,1,,1,1,0,1,1,0,17.0,19.0,0,1.0,1,1.0,2.0,365,1.8,365.0,0,25,38,200,14.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,1.0,1,1.0,1.0,365,3.3,365.0,1,60,90,360,26.0,0
1,0,1,1.0,1,1,1,1,1,0,22.0,38.0,1,3.0,3,2.3,3.0,1125,5.1,1125.0,1,51,81,322,3.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,1,2.0,2,3.0,2.0,365,2.9,365.0,1,36,66,339,21.0,1
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,2.1,2,2.6,30.0,365,29.4,365.0,0,13,13,30,3.0,0
1,1,1,,1,1,0,1,1,1,7.0,10.0,0,3.0,2,2.0,1.0,365,2.0,1125.0,0,38,58,294,29.0,2
1,1,1,,1,1,0,1,1,0,17.0,19.0,0,1.0,1,2.0,1.0,30,1.7,30.0,1,60,90,365,24.0,1
1,1,0,1.0,1,1,0,0,1,1,5.0,5.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,0,0,4,238,33.0,1
1,1,0,1.0,1,1,0,0,1,1,5.0,5.0,0,1.0,1,1.0,1.0,1125,1.0,1125.0,1,41,62,298,33.0,1
1,1,1,1.0,1,1,0,1,1,1,15.0,21.0,1,1.6,4,2.3,2.0,45,4.2,1125.0,1,33,58,321,28.0,0
1,1,0,1.0,1,1,0,1,1,1,1.0,1.0,1,2.0,2,3.0,27.0,365,27.0,365.0,1,60,84,84,2.0,0
1,1,1,1.0,0,0,0,0,1,0,1.0,1.0,0,1.0,1,1.0,30.0,31,30.0,31.0,1,60,90,270,12.0,0
1,1,1,,1,1,1,1,1,1,17.0,19.0,1,1.6,3,3.0,2.0,365,1.7,365.0,1,37,56,269,12.0,0
1,1,1,1.0,1,1,0,1,1,1,1.0,1.0,0,2.0,2,2.0,3.0,28,3.0,1125.0,1,54,84,172,13.0,0
1,1,1,0.0,0,1,0,1,1,0,1.0,1.0,0,1.0,2,2.0,2.0,1125,2.0,1125.0,1,34,62,152,45.0,1
1,0,1,,1,1,0,1,1,1,6.1,8.6,1,3.0,3,4.0,30.0,365,30.0,365.0,0,30,31,241,1.0,0
1,0,1,,1,1,1,1,1,1,6.1,8.6,1,3.0,3,4.0,1.0,365,2.6,365.0,1,43,73,292,6.0,1
0,1,1,1.0,1,1,0,1,1,0,1.0,1.0,0,1.0,1,1.0,2.0,91,2.0,91.0,0,1,1,15,25.0,0
1,1,0,1.0,1,0,0,1,1,0,1.0,1.0,0,1.0,1,1.0,3.0,365,3.0,365.0,1,40,70,73,6.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,1.0,2,2.0,2.0,365,3.0,365.0,1,55,85,357,18.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,1.0,2,2.0,1.0,365,3.0,365.0,1,56,86,358,24.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,2.0,2,2.0,1.0,365,3.7,365.0,0,12,12,247,12.0,0
1,1,1,1.0,1,1,1,1,1,1,17.0,17.0,1,2.0,3,4.0,2.0,28,2.0,28.0,1,41,68,322,14.0,1
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,29.4,365.0,1,54,84,105,0.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,1.0,1,1.0,2.0,365,3.3,365.0,1,60,90,365,22.0,1
1,0,0,1.0,1,1,1,1,1,1,1.0,1.0,1,2.5,2,2.0,30.0,365,2.0,365.0,1,27,44,180,5.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,2.0,2,2.0,1.0,365,3.6,365.0,1,47,77,349,21.0,0
1,1,1,1.0,1,1,1,1,1,0,4.0,5.0,1,1.6,4,2.3,2.0,365,3.3,365.0,1,51,69,223,26.0,0
1,1,1,,1,1,1,1,1,0,17.0,19.0,0,3.0,4,2.3,30.0,365,30.0,365.0,0,0,0,155,3.0,0
1,1,1,1.0,1,1,0,1,1,1,17.0,17.0,0,1.0,1,2.0,1.0,365,2.0,365.0,1,41,68,329,6.0,0
1,1,1,1.0,1,1,1,1,1,1,17.0,17.0,1,3.0,4,2.3,1.0,365,2.0,365.0,1,41,68,322,12.0,0
0,0,0,1.0,1,1,1,1,1,0,1.0,2.0,0,2.1,3,2.6,29.0,36,28.0,36.0,0,0,0,0,2.0,0
0,1,1,1.0,1,1,1,1,1,0,2.0,2.0,1,2.5,3,2.3,30.0,365,30.0,365.0,1,52,82,260,5.0,1
1,1,0,1.0,1,1,0,1,1,0,1.0,1.0,0,1.0,1,1.0,1.0,365,1.0,365.0,1,60,90,270,31.0,1
1,1,1,1.0,1,1,0,1,1,0,17.0,17.0,1,1.0,1,4.0,1.0,365,2.0,1125.0,1,48,71,326,52.0,5
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,0,2.1,2,2.6,1.0,1125,25.6,209.7,0,6,36,311,0.0,0
1,0,1,1.0,1,1,1,1,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,11.8,722.7,1,54,84,167,0.0,0
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,0,1.0,1,2.0,1.0,1125,27.6,135.3,0,29,59,334,0.0,0
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,28.5,100.6,0,38,68,343,0.0,0
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,1,3.5,3,3.0,1.0,1125,23.0,306.0,1,29,52,297,1.0,1
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,0,2.0,2,2.0,1.0,1125,11.6,729.5,0,39,65,240,0.0,0
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,1,2.5,3,4.0,1.0,1125,21.3,368.0,0,43,67,288,0.0,0
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,0,2.5,2,3.0,1.0,1125,16.2,558.8,1,59,60,251,0.0,0
1,0,1,1.0,1,1,1,1,1,1,6.1,8.6,1,3.5,4,2.3,1.0,1125,29.9,48.5,1,59,89,364,0.0,0
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,1,2.0,3,4.0,1.0,1125,1.0,1125.0,0,0,0,0,0.0,0
1,1,0,1.0,1,1,1,1,1,0,3.0,3.0,1,2.0,2,3.0,4.0,60,4.0,1125.0,0,0,0,29,1.0,0
1,0,1,,1,1,0,1,1,1,3.0,6.0,0,1.0,1,1.0,30.0,365,30.0,365.0,0,3,33,301,0.0,0
1,1,1,1.0,1,1,0,1,1,1,3.0,3.0,0,1.5,1,1.0,3.0,365,3.0,1125.0,1,60,90,353,20.0,2
1,1,0,1.0,1,1,1,1,1,0,2.0,2.0,0,2.0,2,2.0,3.0,365,3.0,365.0,0,3,3,98,22.0,1
0,1,1,1.0,1,1,1,1,1,0,2.0,2.0,1,2.5,3,2.3,30.0,365,30.0,365.0,0,0,6,249,2.0,0
1,0,0,1.0,1,0,0,1,1,1,6.1,8.6,0,1.6,4,2.3,3.0,1125,3.0,1125.0,1,28,51,263,6.0,1
1,1,1,1.0,1,1,0,1,1,0,17.0,17.0,1,2.0,2,4.0,1.0,365,2.0,1125.0,1,40,68,328,61.0,1
1,1,1,1.0,1,1,0,1,1,0,17.0,17.0,1,2.0,2,4.0,1.0,365,2.0,1125.0,1,38,65,320,52.0,2
1,1,1,1.0,1,1,0,1,1,0,1.0,1.0,1,1.0,2,3.0,2.0,183,2.0,183.0,1,32,62,237,31.0,3
1,0,1,1.0,1,1,0,1,1,1,6.1,8.6,0,1.0,1,2.0,1.0,1125,2.7,163.8,1,37,51,299,11.0,2
1,1,1,1.0,1,1,0,1,1,0,1.0,1.0,0,1.0,1,1.0,2.0,30,2.0,30.0,1,36,66,154,32.0,2
1,1,0,,1,1,1,1,1,0,1.0,3.0,0,2.0,2,2.0,28.0,180,28.0,180.0,1,57,87,201,2.0,0
1,1,0,1.0,1,1,1,1,1,0,5.0,6.0,1,2.0,3,2.3,27.0,90,27.0,90.0,1,46,53,143,1.0,0
1,1,1,,1,1,1,1,1,1,17.0,19.0,0,1.0,1,1.0,1.0,120,1.7,120.0,0,0,0,0,14.0,3
1,1,0,0.0,1,1,1,1,1,1,1.0,1.0,1,2.0,3,2.3,2.0,365,2.0,365.0,1,54,84,262,0.0,0
1,1,1,1.0,1,1,1,1,1,1,17.0,17.0,1,2.1,3,2.6,2.0,90,2.0,90.0,1,42,72,248,11.0,1
1,1,1,1.0,1,1,1,1,1,0,15.0,28.0,0,1.5,2,2.0,27.0,365,27.0,365.0,1,51,51,273,0.0,0
1,1,0,1.0,1,1,1,1,1,0,5.0,5.0,1,1.0,3,3.0,1.0,1125,1.0,1125.0,0,0,0,120,4.0,0
1,1,0,1.0,1,1,1,1,1,0,5.0,5.0,0,1.0,1,2.3,1.0,365,1.0,365.0,0,0,0,20,0.0,0
1,1,0,1.0,1,1,1,1,1,1,1.0,2.0,0,1.0,1,1.0,3.0,365,3.0,365.0,0,14,14,20,7.0,1
0,1,1,0.0,1,1,0,1,1,0,2.0,5.0,0,1.0,2,1.0,30.0,120,30.0,120.0,0,0,0,37,2.0,0
0,0,0,,1,0,0,1,1,0,1.0,2.0,0,2.0,2,2.0,30.0,365,30.0,365.0,0,0,0,150,1.0,0
1,0,0,1.0,1,0,0,1,1,1,6.1,8.6,0,2.0,2,2.0,30.0,1125,30.0,1125.0,0,43,73,348,1.0,0
1,1,0,1.0,0,0,0,1,1,0,1.0,1.0,1,1.0,2,2.0,28.0,365,28.0,365.0,1,46,46,269,0.0,0
0,0,0,1.0,1,1,1,1,1,0,1.0,1.0,0,1.5,3,2.0,30.0,365,30.0,365.0,1,59,89,269,1.0,0
1,1,1,0.0,1,1,0,1,1,1,6.0,18.0,0,1.0,1,2.0,1.0,365,1.0,365.0,1,42,71,204,1.0,0
1,1,1,0.0,1,1,0,1,1,1,6.0,18.0,1,1.0,1,3.0,1.0,365,1.0,365.0,1,38,66,179,9.0,2
1,1,1,1.0,1,1,0,1,1,1,9.0,11.0,0,1.0,1,2.3,2.0,365,2.0,365.0,0,19,45,294,44.0,4
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.0,1,1.0,3.0,365,3.0,365.0,1,21,21,21,7.0,1
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.0,2,2.0,30.0,365,29.1,365.0,0,38,68,137,1.0,0
1,1,1,1.0,0,1,0,1,1,0,1.0,1.0,0,1.0,1,2.3,1.0,30,1.0,1125.0,1,37,67,236,4.0,0
1,1,0,1.0,1,0,0,1,1,0,1.0,1.0,0,2.5,2,3.0,2.0,14,2.0,1125.0,0,3,3,60,0.0,0
1,1,1,1.0,1,1,1,1,1,1,15.0,21.0,1,3.0,4,4.0,30.0,180,30.0,1125.0,0,0,0,183,0.0,0
0,0,0,1.0,1,1,1,1,1,0,2.0,2.0,0,2.1,2,2.6,30.0,365,30.0,365.0,1,59,89,179,0.0,0
0,0,0,1.0,1,1,0,1,1,0,2.0,2.0,0,1.0,1,1.0,30.0,365,30.0,365.0,1,60,90,365,0.0,0
1,1,1,1.0,1,1,0,1,1,1,2.0,3.0,0,1.0,1,2.0,1.0,365,1.0,365.0,1,40,70,156,42.0,4
0,1,1,1.0,1,0,1,1,1,0,3.0,4.0,0,2.5,3,3.0,28.0,365,28.0,365.0,1,58,88,178,1.0,0
1,1,0,1.0,1,0,1,1,1,0,1.0,1.0,1,2.0,4,3.0,30.0,300,30.0,300.0,0,0,0,161,0.0,0
1,0,1,1.0,1,1,1,1,1,0,22.0,38.0,0,1.0,2,2.0,3.0,1125,4.4,1125.0,0,35,65,291,4.0,0
0,0,0,1.0,1,1,1,1,0,0,1.0,2.0,1,3.5,3,2.3,60.0,365,60.0,365.0,1,59,89,269,0.0,0
0,1,0,1.0,1,1,1,1,0,0,2.0,2.0,1,2.0,3,3.0,28.0,90,28.0,90.0,0,24,48,159,0.0,0
1,0,1,1.0,1,1,1,1,1,1,6.1,8.6,1,2.5,6,3.0,1.0,1125,28.7,93.1,0,41,71,346,0.0,0
1,0,1,1.0,1,1,1,1,1,1,6.1,8.6,0,2.5,2,2.0,1.0,1125,2.7,189.9,1,30,60,319,7.0,1
0,0,0,1.0,0,1,0,1,1,0,2.0,2.0,0,2.0,2,2.0,30.0,365,30.0,365.0,1,59,89,89,0.0,0
0,0,0,1.0,0,1,0,1,1,0,2.0,2.0,0,2.0,2,2.0,30.0,365,30.0,365.0,1,59,89,89,0.0,0
1,1,1,,1,1,1,1,1,0,17.0,19.0,0,1.0,1,2.0,2.0,365,1.7,365.0,1,59,89,269,10.0,2
1,0,1,1.0,1,1,1,1,1,1,6.1,8.6,0,2.5,2,2.0,1.0,1125,28.9,88.2,1,55,85,360,0.0,0
1,1,0,1.0,1,1,0,0,1,0,9.0,14.0,0,1.0,2,2.0,28.0,120,28.0,1125.0,0,42,72,162,0.0,0
1,1,0,1.0,1,1,1,1,1,0,9.0,14.0,1,2.0,2,4.0,28.0,120,28.0,1125.0,0,42,72,162,0.0,0
1,1,0,1.0,1,1,0,0,1,0,9.0,14.0,0,1.0,1,2.0,28.0,90,28.0,1125.0,0,42,72,162,0.0,0
0,0,0,1.0,1,1,1,1,0,0,1.0,1.0,1,2.0,4,2.3,30.0,90,30.0,90.0,1,58,88,363,0.0,0
0,1,0,1.0,1,1,0,0,0,0,2.0,2.0,0,1.0,1,1.0,28.0,90,28.0,90.0,1,52,82,172,0.0,0
1,1,1,,1,1,1,1,1,1,2.0,2.0,1,2.0,3,3.0,28.0,365,28.0,365.0,0,0,0,0,0.0,0
1,1,1,1.0,1,1,0,1,1,0,1.0,1.0,0,1.0,1,2.0,1.0,365,1.0,365.0,1,52,82,311,20.0,3
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.5,1,2.3,30.0,365,28.9,365.0,1,59,89,290,0.0,0
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,29.1,365.0,0,7,37,120,1.0,1
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,28.8,365.0,1,59,89,290,0.0,0
1,1,0,1.0,1,1,0,1,1,0,2.0,3.0,0,3.5,2,2.0,28.0,60,28.0,60.0,1,58,88,363,0.0,0
1,1,1,0.0,1,1,0,1,1,1,3.0,3.0,1,1.0,3,4.0,2.0,14,2.0,14.0,1,41,71,320,5.0,4
1,1,0,1.0,1,1,0,0,1,1,9.0,14.0,0,1.0,1,1.0,30.0,190,30.0,190.0,0,38,68,158,0.0,0
1,1,0,1.0,1,1,0,0,1,1,9.0,14.0,0,1.0,1,1.0,30.0,160,30.0,160.0,0,38,68,158,0.0,0
1,1,0,1.0,1,1,1,1,1,1,9.0,14.0,0,2.0,2,2.0,30.0,170,30.0,170.0,0,38,68,158,0.0,0
0,1,0,0.0,1,0,0,1,1,0,1.0,1.0,0,1.0,1,1.0,1.0,365,1.1,365.0,1,59,89,363,8.0,3
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.0,1,2.3,30.0,365,28.8,365.0,1,59,89,233,0.0,0
1,1,1,1.0,1,1,0,1,1,0,3.0,4.0,0,1.0,1,1.0,1.0,28,3.8,28.0,1,60,90,254,3.0,2
0,0,0,1.0,1,1,0,0,0,0,2.0,2.0,0,1.0,1,1.0,30.0,90,30.0,90.0,0,38,68,343,0.0,0
0,0,0,1.0,1,1,1,1,0,0,2.0,2.0,0,2.0,3,3.0,28.0,120,28.0,120.0,0,38,68,234,0.0,0
1,1,1,,1,1,0,1,1,1,32.0,46.0,0,1.0,1,1.0,3.0,365,3.0,365.0,1,54,84,351,1.0,0
0,0,0,1.0,1,0,0,1,1,0,1.0,2.0,0,2.5,2,2.0,27.0,365,27.0,365.0,1,57,87,177,0.0,0
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,2.0,2,2.0,30.0,365,28.4,365.0,1,59,89,295,0.0,0
1,1,1,1.0,1,1,1,1,1,1,15.0,28.0,0,2.0,2,2.0,2.0,365,2.0,365.0,1,39,69,236,5.0,4
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,2.0,2,2.0,30.0,365,28.4,365.0,0,39,69,275,0.0,0
1,1,1,1.0,1,1,1,1,1,0,2.0,2.0,1,2.5,4,4.0,30.0,30,30.0,1125.0,0,7,37,312,0.0,0
0,0,0,1.0,1,0,0,1,0,0,1.0,2.0,0,1.0,1,1.0,9.4,730,10.2,730.0,1,58,88,363,0.0,0
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,1.5,2,2.0,30.0,365,28.8,365.0,0,39,69,213,0.0,0
1,1,1,,1,1,0,1,1,0,32.0,46.0,0,2.0,2,2.0,30.0,365,28.2,365.0,1,59,89,330,0.0,0
1,1,1,0.0,1,1,0,1,1,1,6.0,18.0,0,1.0,1,2.0,1.0,365,2.3,365.0,1,57,81,81,0.0,0
1,1,1,0.0,1,1,0,1,1,1,6.0,18.0,0,1.0,1,2.0,1.0,365,3.5,365.0,1,57,81,81,0.0,0
1,1,1,0.0,1,1,0,1,1,1,6.0,18.0,1,1.0,1,3.0,1.0,365,2.2,365.0,1,46,70,70,0.0,0
1,1,1,0.0,1,1,0,1,1,1,6.0,18.0,1,1.0,1,3.0,1.0,365,3.4,365.0,1,46,70,70,0.0,0
1,1,1,,1,1,1,1,1,0,32.0,46.0,1,3.5,4,2.3,5.0,365,5.0,365.0,1,43,60,60,0.0,0
1,1,0,1.0,1,1,0,1,1,0,3.0,3.0,0,1.0,2,2.0,28.0,365,28.0,365.0,0,38,68,343,0.0,0
1,1,0,1.0,1,1,0,1,1,0,3.0,3.0,0,1.0,2,2.0,28.0,365,28.0,365.0,1,58,88,363,0.0,0
1,1,0,1.0,1,1,0,1,1,0,3.0,3.0,0,1.0,2,2.0,28.0,365,28.0,365.0,0,7,37,312,0.0,0
0,0,0,1.0,1,1,0,1,0,0,1.0,1.0,0,2.0,2,2.0,30.0,180,30.0,180.0,1,58,88,178,0.0,0
1,1,1,,1,1,1,1,1,0,7.0,10.0,0,2.0,1,1.0,1.0,180,1.0,1125.0,1,60,90,365,0.0,0
1,1,1,1.0,1,1,0,1,1,1,17.0,17.0,0,1.5,1,1.0,30.0,365,30.0,365.0,1,54,84,359,0.0,0
1,1,1,,1,1,1,1,1,1,7.0,10.0,1,1.6,4,4.0,1.0,180,1.0,180.0,1,31,53,301,0.0,0
0,0,0,1.0,1,0,0,1,1,1,1.0,1.0,0,1.0,1,1.0,1.0,365,1.0,365.0,1,59,89,360,0.0,0
